branch,fold,horizon,formulation,bundle,round,pool_hash,fit_label_cutoff,available_by,excluded_families,pool_families,pool_max_source_available_ord,pool_n_copies,status,n_fit,n_fit_used,fit_max_target_ord,model_kind
original,2026,0,residual,X6,24288,8e84abc5ea4a19c4,24287,24288,anl:65024769,anl:33607389;anl:54775925;anl:59090932,24283,0,ok,1018,632,24283.0,xgboost
original,2026,0,residual,X6,24294,a00b1a6ed251d15a,24293,24294,anl:69455744,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,0,ok,1373,969,24288.0,xgboost
original,2026,0,residual,X6,24303,fa20093c92f172f1,24302,24303,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,0,ok,1728,1319,24294.0,xgboost
original,2026,0,residual,X6,24306,d3f7254e57e7c770,24305,24306,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,0,ok,2632,2196,24303.0,xgboost
original,2026,0,residual,X6,24308,695f6814c0dc2c73,24307,24308,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,0,ok,2696,2260,24306.0,xgboost
original,2026,0,residual,X6,24309,01b9f13cf65d2238,24308,24309,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07;local:2025-09,24308,0,ok,2700,2264,24308.0,xgboost
augmented,2025,0,direct,X1,24273,a6a335168f5fb100,24272,24273,anl:26777665,anl:24755659;anl:25817951;anl:26601265,24270,678,ok,1050,1050,24272.0,xgboost
augmented,2025,0,direct,X1,24276,bd5e54343d048f74,24275,24276,anl:33607389,anl:24755659;anl:25817951;anl:26601265;anl:26777665,24273,1374,ok,2094,2094,24275.0,xgboost
augmented,2025,0,direct,X1,24278,fb00985208968514,24277,24278,anl:54775925,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1722,ok,2790,2790,24277.0,xgboost
augmented,2025,0,direct,X1,24283,81d18d0367d696e6,24282,24283,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,3411,24278.0,xgboost
augmented,2025,0,direct,X1,24288,660ef6aaba7f9c30,24287,24288,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,2369,ok,4107,4107,24284.0,xgboost
augmented,2025,0,direct,X1,24294,fa2c0f1d2af8eecf,24293,24294,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,3079,ok,5172,5172,24290.0,xgboost
augmented,2025,0,direct,X2,24273,a6a335168f5fb100,24272,24273,anl:26777665,anl:24755659;anl:25817951;anl:26601265,24270,678,ok,1050,1050,24272.0,xgboost
augmented,2025,0,direct,X2,24276,bd5e54343d048f74,24275,24276,anl:33607389,anl:24755659;anl:25817951;anl:26601265;anl:26777665,24273,1374,ok,2094,2094,24275.0,xgboost
augmented,2025,0,direct,X2,24278,fb00985208968514,24277,24278,anl:54775925,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1722,ok,2790,2790,24277.0,xgboost
augmented,2025,0,direct,X2,24283,81d18d0367d696e6,24282,24283,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,3411,24278.0,xgboost
augmented,2025,0,direct,X2,24288,660ef6aaba7f9c30,24287,24288,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,2369,ok,4107,4107,24284.0,xgboost
augmented,2025,0,direct,X2,24294,fa2c0f1d2af8eecf,24293,24294,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,3079,ok,5172,5172,24290.0,xgboost
augmented,2025,0,direct,X3,24273,a6a335168f5fb100,24272,24273,anl:26777665,anl:24755659;anl:25817951;anl:26601265,24270,678,ok,1050,1050,24272.0,xgboost
augmented,2025,0,direct,X3,24276,bd5e54343d048f74,24275,24276,anl:33607389,anl:24755659;anl:25817951;anl:26601265;anl:26777665,24273,1374,ok,2094,2094,24275.0,xgboost
augmented,2025,0,direct,X3,24278,fb00985208968514,24277,24278,anl:54775925,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1722,ok,2790,2790,24277.0,xgboost
augmented,2025,0,direct,X3,24283,81d18d0367d696e6,24282,24283,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,3411,24278.0,xgboost
augmented,2025,0,direct,X3,24288,660ef6aaba7f9c30,24287,24288,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,2369,ok,4107,4107,24284.0,xgboost
augmented,2025,0,direct,X3,24294,fa2c0f1d2af8eecf,24293,24294,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,3079,ok,5172,5172,24290.0,xgboost
augmented,2025,0,direct,X4,24273,a6a335168f5fb100,24272,24273,anl:26777665,anl:24755659;anl:25817951;anl:26601265,24270,678,ok,1050,1050,24272.0,xgboost
augmented,2025,0,direct,X4,24276,bd5e54343d048f74,24275,24276,anl:33607389,anl:24755659;anl:25817951;anl:26601265;anl:26777665,24273,1374,ok,2094,2094,24275.0,xgboost
augmented,2025,0,direct,X4,24278,fb00985208968514,24277,24278,anl:54775925,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1722,ok,2790,2790,24277.0,xgboost
augmented,2025,0,direct,X4,24283,81d18d0367d696e6,24282,24283,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,3411,24278.0,xgboost
augmented,2025,0,direct,X4,24288,660ef6aaba7f9c30,24287,24288,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,2369,ok,4107,4107,24284.0,xgboost
augmented,2025,0,direct,X4,24294,fa2c0f1d2af8eecf,24293,24294,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,3079,ok,5172,5172,24290.0,xgboost
augmented,2025,0,direct,X5,24273,a6a335168f5fb100,24272,24273,anl:26777665,anl:24755659;anl:25817951;anl:26601265,24270,678,ok,1050,1050,24272.0,xgboost
augmented,2025,0,direct,X5,24276,bd5e54343d048f74,24275,24276,anl:33607389,anl:24755659;anl:25817951;anl:26601265;anl:26777665,24273,1374,ok,2094,2094,24275.0,xgboost
augmented,2025,0,direct,X5,24278,fb00985208968514,24277,24278,anl:54775925,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1722,ok,2790,2790,24277.0,xgboost
augmented,2025,0,direct,X5,24283,81d18d0367d696e6,24282,24283,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,3411,24278.0,xgboost
augmented,2025,0,direct,X5,24288,660ef6aaba7f9c30,24287,24288,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,2369,ok,4107,4107,24284.0,xgboost
augmented,2025,0,direct,X5,24294,fa2c0f1d2af8eecf,24293,24294,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,3079,ok,5172,5172,24290.0,xgboost
augmented,2025,0,direct,X6,24273,a6a335168f5fb100,24272,24273,anl:26777665,anl:24755659;anl:25817951;anl:26601265,24270,678,ok,1050,1050,24272.0,xgboost
augmented,2025,0,direct,X6,24276,bd5e54343d048f74,24275,24276,anl:33607389,anl:24755659;anl:25817951;anl:26601265;anl:26777665,24273,1374,ok,2094,2094,24275.0,xgboost
augmented,2025,0,direct,X6,24278,fb00985208968514,24277,24278,anl:54775925,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1722,ok,2790,2790,24277.0,xgboost
augmented,2025,0,direct,X6,24283,81d18d0367d696e6,24282,24283,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,3411,24278.0,xgboost
augmented,2025,0,direct,X6,24288,660ef6aaba7f9c30,24287,24288,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,2369,ok,4107,4107,24284.0,xgboost
augmented,2025,0,direct,X6,24294,fa2c0f1d2af8eecf,24293,24294,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,3079,ok,5172,5172,24290.0,xgboost
augmented,2025,0,residual,X1,24273,a6a335168f5fb100,24272,24273,anl:26777665,anl:24755659;anl:25817951;anl:26601265,24270,678,ok,1050,17,24268.0,xgboost
augmented,2025,0,residual,X1,24276,bd5e54343d048f74,24275,24276,anl:33607389,anl:24755659;anl:25817951;anl:26601265;anl:26777665,24273,1374,ok,2094,986,24275.0,xgboost
augmented,2025,0,residual,X1,24278,fb00985208968514,24277,24278,anl:54775925,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1722,ok,2790,1598,24277.0,xgboost
augmented,2025,0,residual,X1,24283,81d18d0367d696e6,24282,24283,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,1913,24278.0,xgboost
augmented,2025,0,residual,X1,24288,660ef6aaba7f9c30,24287,24288,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,2369,ok,4107,2467,24284.0,xgboost
augmented,2025,0,residual,X1,24294,fa2c0f1d2af8eecf,24293,24294,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,3079,ok,5172,3478,24290.0,xgboost
augmented,2025,0,residual,X2,24273,a6a335168f5fb100,24272,24273,anl:26777665,anl:24755659;anl:25817951;anl:26601265,24270,678,ok,1050,17,24268.0,xgboost
augmented,2025,0,residual,X2,24276,bd5e54343d048f74,24275,24276,anl:33607389,anl:24755659;anl:25817951;anl:26601265;anl:26777665,24273,1374,ok,2094,986,24275.0,xgboost
augmented,2025,0,residual,X2,24278,fb00985208968514,24277,24278,anl:54775925,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1722,ok,2790,1598,24277.0,xgboost
augmented,2025,0,residual,X2,24283,81d18d0367d696e6,24282,24283,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,1913,24278.0,xgboost
augmented,2025,0,residual,X2,24288,660ef6aaba7f9c30,24287,24288,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,2369,ok,4107,2467,24284.0,xgboost
augmented,2025,0,residual,X2,24294,fa2c0f1d2af8eecf,24293,24294,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,3079,ok,5172,3478,24290.0,xgboost
augmented,2025,0,residual,X3,24273,a6a335168f5fb100,24272,24273,anl:26777665,anl:24755659;anl:25817951;anl:26601265,24270,678,ok,1050,17,24268.0,xgboost
augmented,2025,0,residual,X3,24276,bd5e54343d048f74,24275,24276,anl:33607389,anl:24755659;anl:25817951;anl:26601265;anl:26777665,24273,1374,ok,2094,986,24275.0,xgboost
augmented,2025,0,residual,X3,24278,fb00985208968514,24277,24278,anl:54775925,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1722,ok,2790,1598,24277.0,xgboost
augmented,2025,0,residual,X3,24283,81d18d0367d696e6,24282,24283,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,1913,24278.0,xgboost
augmented,2025,0,residual,X3,24288,660ef6aaba7f9c30,24287,24288,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,2369,ok,4107,2467,24284.0,xgboost
augmented,2025,0,residual,X3,24294,fa2c0f1d2af8eecf,24293,24294,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,3079,ok,5172,3478,24290.0,xgboost
augmented,2025,0,residual,X4,24273,a6a335168f5fb100,24272,24273,anl:26777665,anl:24755659;anl:25817951;anl:26601265,24270,678,ok,1050,17,24268.0,xgboost
augmented,2025,0,residual,X4,24276,bd5e54343d048f74,24275,24276,anl:33607389,anl:24755659;anl:25817951;anl:26601265;anl:26777665,24273,1374,ok,2094,986,24275.0,xgboost
augmented,2025,0,residual,X4,24278,fb00985208968514,24277,24278,anl:54775925,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1722,ok,2790,1598,24277.0,xgboost
augmented,2025,0,residual,X4,24283,81d18d0367d696e6,24282,24283,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,1913,24278.0,xgboost
augmented,2025,0,residual,X4,24288,660ef6aaba7f9c30,24287,24288,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,2369,ok,4107,2467,24284.0,xgboost
augmented,2025,0,residual,X4,24294,fa2c0f1d2af8eecf,24293,24294,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,3079,ok,5172,3478,24290.0,xgboost
augmented,2025,0,residual,X5,24273,a6a335168f5fb100,24272,24273,anl:26777665,anl:24755659;anl:25817951;anl:26601265,24270,678,ok,1050,17,24268.0,xgboost
augmented,2025,0,residual,X5,24276,bd5e54343d048f74,24275,24276,anl:33607389,anl:24755659;anl:25817951;anl:26601265;anl:26777665,24273,1374,ok,2094,986,24275.0,xgboost
augmented,2025,0,residual,X5,24278,fb00985208968514,24277,24278,anl:54775925,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1722,ok,2790,1598,24277.0,xgboost
augmented,2025,0,residual,X5,24283,81d18d0367d696e6,24282,24283,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,1913,24278.0,xgboost
augmented,2025,0,residual,X5,24288,660ef6aaba7f9c30,24287,24288,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,2369,ok,4107,2467,24284.0,xgboost
augmented,2025,0,residual,X5,24294,fa2c0f1d2af8eecf,24293,24294,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,3079,ok,5172,3478,24290.0,xgboost
augmented,2025,0,residual,X6,24273,a6a335168f5fb100,24272,24273,anl:26777665,anl:24755659;anl:25817951;anl:26601265,24270,678,ok,1050,17,24268.0,xgboost
augmented,2025,0,residual,X6,24276,bd5e54343d048f74,24275,24276,anl:33607389,anl:24755659;anl:25817951;anl:26601265;anl:26777665,24273,1374,ok,2094,986,24275.0,xgboost
augmented,2025,0,residual,X6,24278,fb00985208968514,24277,24278,anl:54775925,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1722,ok,2790,1598,24277.0,xgboost
augmented,2025,0,residual,X6,24283,81d18d0367d696e6,24282,24283,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,1913,24278.0,xgboost
augmented,2025,0,residual,X6,24288,660ef6aaba7f9c30,24287,24288,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,2369,ok,4107,2467,24284.0,xgboost
augmented,2025,0,residual,X6,24294,fa2c0f1d2af8eecf,24293,24294,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,3079,ok,5172,3478,24290.0,xgboost
augmented,2026,0,direct,X1,24288,0e1a9b867d5d3317,24287,24288,anl:65024769,anl:33607389;anl:54775925;anl:59090932,24283,995,ok,2013,2013,24284.0,xgboost
augmented,2026,0,direct,X1,24294,06bbf3f493918671,24293,24294,anl:69455744,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,3078,24290.0,xgboost
augmented,2026,0,direct,X1,24303,14b12e083d1338fc,24302,24303,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,4143,24296.0,xgboost
augmented,2026,0,direct,X1,24306,65cf5e9b378cc89b,24305,24306,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,5047,24303.0,xgboost
augmented,2026,0,direct,X1,24308,cf2cb11ae7a4d526,24307,24308,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,5111,24306.0,xgboost
augmented,2026,0,direct,X1,24309,021e3e6ce78fcd41,24308,24309,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07;local:2025-09,24308,2415,ok,5115,5115,24308.0,xgboost
augmented,2026,0,direct,X2,24288,0e1a9b867d5d3317,24287,24288,anl:65024769,anl:33607389;anl:54775925;anl:59090932,24283,995,ok,2013,2013,24284.0,xgboost
augmented,2026,0,direct,X2,24294,06bbf3f493918671,24293,24294,anl:69455744,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,3078,24290.0,xgboost
augmented,2026,0,direct,X2,24303,14b12e083d1338fc,24302,24303,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,4143,24296.0,xgboost
augmented,2026,0,direct,X2,24306,65cf5e9b378cc89b,24305,24306,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,5047,24303.0,xgboost
augmented,2026,0,direct,X2,24308,cf2cb11ae7a4d526,24307,24308,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,5111,24306.0,xgboost
augmented,2026,0,direct,X2,24309,021e3e6ce78fcd41,24308,24309,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07;local:2025-09,24308,2415,ok,5115,5115,24308.0,xgboost
augmented,2026,0,direct,X3,24288,0e1a9b867d5d3317,24287,24288,anl:65024769,anl:33607389;anl:54775925;anl:59090932,24283,995,ok,2013,2013,24284.0,xgboost
augmented,2026,0,direct,X3,24294,06bbf3f493918671,24293,24294,anl:69455744,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,3078,24290.0,xgboost
augmented,2026,0,direct,X3,24303,14b12e083d1338fc,24302,24303,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,4143,24296.0,xgboost
augmented,2026,0,direct,X3,24306,65cf5e9b378cc89b,24305,24306,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,5047,24303.0,xgboost
augmented,2026,0,direct,X3,24308,cf2cb11ae7a4d526,24307,24308,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,5111,24306.0,xgboost
augmented,2026,0,direct,X3,24309,021e3e6ce78fcd41,24308,24309,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07;local:2025-09,24308,2415,ok,5115,5115,24308.0,xgboost
augmented,2026,0,direct,X4,24288,0e1a9b867d5d3317,24287,24288,anl:65024769,anl:33607389;anl:54775925;anl:59090932,24283,995,ok,2013,2013,24284.0,xgboost
augmented,2026,0,direct,X4,24294,06bbf3f493918671,24293,24294,anl:69455744,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,3078,24290.0,xgboost
augmented,2026,0,direct,X4,24303,14b12e083d1338fc,24302,24303,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,4143,24296.0,xgboost
augmented,2026,0,direct,X4,24306,65cf5e9b378cc89b,24305,24306,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,5047,24303.0,xgboost
augmented,2026,0,direct,X4,24308,cf2cb11ae7a4d526,24307,24308,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,5111,24306.0,xgboost
augmented,2026,0,direct,X4,24309,021e3e6ce78fcd41,24308,24309,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07;local:2025-09,24308,2415,ok,5115,5115,24308.0,xgboost
augmented,2026,0,direct,X5,24288,0e1a9b867d5d3317,24287,24288,anl:65024769,anl:33607389;anl:54775925;anl:59090932,24283,995,ok,2013,2013,24284.0,xgboost
augmented,2026,0,direct,X5,24294,06bbf3f493918671,24293,24294,anl:69455744,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,3078,24290.0,xgboost
augmented,2026,0,direct,X5,24303,14b12e083d1338fc,24302,24303,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,4143,24296.0,xgboost
augmented,2026,0,direct,X5,24306,65cf5e9b378cc89b,24305,24306,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,5047,24303.0,xgboost
augmented,2026,0,direct,X5,24308,cf2cb11ae7a4d526,24307,24308,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,5111,24306.0,xgboost
augmented,2026,0,direct,X5,24309,021e3e6ce78fcd41,24308,24309,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07;local:2025-09,24308,2415,ok,5115,5115,24308.0,xgboost
augmented,2026,0,direct,X6,24288,0e1a9b867d5d3317,24287,24288,anl:65024769,anl:33607389;anl:54775925;anl:59090932,24283,995,ok,2013,2013,24284.0,xgboost
augmented,2026,0,direct,X6,24294,06bbf3f493918671,24293,24294,anl:69455744,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,3078,24290.0,xgboost
augmented,2026,0,direct,X6,24303,14b12e083d1338fc,24302,24303,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,4143,24296.0,xgboost
augmented,2026,0,direct,X6,24306,65cf5e9b378cc89b,24305,24306,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,5047,24303.0,xgboost
augmented,2026,0,direct,X6,24308,cf2cb11ae7a4d526,24307,24308,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,5111,24306.0,xgboost
augmented,2026,0,direct,X6,24309,021e3e6ce78fcd41,24308,24309,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07;local:2025-09,24308,2415,ok,5115,5115,24308.0,xgboost
augmented,2026,0,residual,X1,24288,0e1a9b867d5d3317,24287,24288,anl:65024769,anl:33607389;anl:54775925;anl:59090932,24283,995,ok,2013,1481,24284.0,xgboost
augmented,2026,0,residual,X1,24294,06bbf3f493918671,24293,24294,anl:69455744,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,2492,24290.0,xgboost
augmented,2026,0,residual,X1,24303,14b12e083d1338fc,24302,24303,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,3542,24296.0,xgboost
augmented,2026,0,residual,X1,24306,65cf5e9b378cc89b,24305,24306,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,4419,24303.0,xgboost
augmented,2026,0,residual,X1,24308,cf2cb11ae7a4d526,24307,24308,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,4483,24306.0,xgboost
augmented,2026,0,residual,X1,24309,021e3e6ce78fcd41,24308,24309,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07;local:2025-09,24308,2415,ok,5115,4487,24308.0,xgboost
augmented,2026,0,residual,X2,24288,0e1a9b867d5d3317,24287,24288,anl:65024769,anl:33607389;anl:54775925;anl:59090932,24283,995,ok,2013,1481,24284.0,xgboost
augmented,2026,0,residual,X2,24294,06bbf3f493918671,24293,24294,anl:69455744,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,2492,24290.0,xgboost
augmented,2026,0,residual,X2,24303,14b12e083d1338fc,24302,24303,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,3542,24296.0,xgboost
augmented,2026,0,residual,X2,24306,65cf5e9b378cc89b,24305,24306,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,4419,24303.0,xgboost
augmented,2026,0,residual,X2,24308,cf2cb11ae7a4d526,24307,24308,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,4483,24306.0,xgboost
augmented,2026,0,residual,X2,24309,021e3e6ce78fcd41,24308,24309,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07;local:2025-09,24308,2415,ok,5115,4487,24308.0,xgboost
augmented,2026,0,residual,X3,24288,0e1a9b867d5d3317,24287,24288,anl:65024769,anl:33607389;anl:54775925;anl:59090932,24283,995,ok,2013,1481,24284.0,xgboost
augmented,2026,0,residual,X3,24294,06bbf3f493918671,24293,24294,anl:69455744,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,2492,24290.0,xgboost
augmented,2026,0,residual,X3,24303,14b12e083d1338fc,24302,24303,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,3542,24296.0,xgboost
augmented,2026,0,residual,X3,24306,65cf5e9b378cc89b,24305,24306,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,4419,24303.0,xgboost
augmented,2026,0,residual,X3,24308,cf2cb11ae7a4d526,24307,24308,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,4483,24306.0,xgboost
